,isDGA,domain,length,digits,entropy,vowel_cons,firstDigitIndex,ngrams
1376,0,lubbockonline,13,0,3.085055102756477,0.625,0,1758.166860916861
1377,0,ahmanolo,8,0,2.5,1.0,0,994.9444444444445
1378,0,storiesonline,13,0,2.931208948910323,0.8571428571428571,0,668.3859751359752
1379,0,voyagesphotosmanu,17,0,3.572469458770136,0.7,0,1133.3349673202613
1380,0,digitalstrategyconsulting,25,0,3.6234651896016463,0.47058823529411764,0,1784.6204589371982
1381,0,mp3ostrov,9,1,2.94770277922009,0.3333333333333333,3,1276.494708994709
1382,0,binaryoptions,13,0,3.238901256602631,0.625,0,1816.6151903651905
1383,0,redspottedhanky,15,0,3.5068905956085183,0.36363636363636365,0,1608.9072039072037
1384,0,starone,7,0,2.807354922057604,0.75,0,1942.4476190476191
1385,0,tury,4,0,2.0,0.3333333333333333,0,1536.5555555555557
